epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
27,0.7688867909049988,74.18400000000001,97.446,0.6639948091506958,77.55,98.49
28,0.764774946193695,74.31400000000001,97.47200000000001,0.6635757639884948,77.47,98.42
29,0.76182972158432,74.388,97.514,0.6625814706802368,77.57,98.48
30,0.7603187867736816,74.28399999999999,97.382,0.6627686831474304,77.56,98.47
31,0.7586447838020325,74.362,97.44800000000001,0.6612853302955627,77.66,98.49
32,0.7615316270828247,74.38,97.456,0.6616131050109864,77.63,98.56
33,0.7627832484436036,74.286,97.482,0.6610774564743042,77.64,98.49
34,0.7624412772941589,74.41799999999999,97.47,0.658576134967804,77.7,98.46000000000001
35,0.7615524046897888,74.356,97.512,0.659305525970459,77.73,98.49
36,0.7641510564613342,74.268,97.478,0.6584566946983338,77.75999999999999,98.48
37,0.7617393058395385,74.444,97.46000000000001,0.6588278051376343,77.59,98.42999999999999
38,0.762182328300476,74.3,97.482,0.6575761630058289,77.8,98.46000000000001
39,0.7640093524551391,74.398,97.482,0.6579791209220887,77.64999999999999,98.46000000000001
40,0.758330059337616,74.614,97.476,0.6572278778076172,77.79,98.47
41,0.7574278028297424,74.612,97.44,0.6562130288124084,77.83,98.48
42,0.7549235819625855,74.516,97.478,0.6566225370407105,77.83,98.48
43,0.7619926900482178,74.436,97.468,0.6555330909729004,77.8,98.47
44,0.7574734068679809,74.53999999999999,97.536,0.6562269006729126,77.75,98.42
45,0.7566776878166199,74.33800000000001,97.502,0.6548479106903076,77.85,98.44000000000001
46,0.7566993552780151,74.55199999999999,97.558,0.6544072741508484,77.83,98.48
47,0.7595565912628174,74.468,97.488,0.6554314066886902,77.82,98.44000000000001
48,0.7518397284889221,74.75,97.54,0.6542662090301513,78.0,98.42999999999999
49,0.7675741341018677,74.176,97.344,0.6539382997512817,77.98,98.45
50,0.7560873553466797,74.466,97.544,0.6546032466888427,77.92999999999999,98.44000000000001
51,0.7546509817886352,74.634,97.506,0.6538011489868164,77.99000000000001,98.44000000000001
52,0.7565850982475281,74.644,97.578,0.6535806671142578,77.9,98.42
53,0.7556981830406189,74.58200000000001,97.52199999999999,0.6534027429580689,77.86999999999999,98.4
54,0.7566275616836547,74.49,97.56,0.6541151868820191,77.94,98.46000000000001
55,0.7614310688972473,74.424,97.492,0.6531510138511658,77.94,98.49
56,0.7586022845649719,74.342,97.52199999999999,0.6536525296211243,77.75999999999999,98.45
57,0.7630473648262024,74.484,97.432,0.6533160927772522,77.88000000000001,98.49
58,0.7543833851623535,74.644,97.468,0.6529599937438965,77.73,98.48
59,0.7607448881912231,74.276,97.512,0.6514900671958923,77.78,98.47
60,0.7583851448440552,74.46000000000001,97.454,0.652365290260315,77.85,98.46000000000001
61,0.7541710651397705,74.58200000000001,97.512,0.6509569660186768,77.92999999999999,98.44000000000001
62,0.7598115252304077,74.456,97.49799999999999,0.6519248098373414,77.91,98.44000000000001
63,0.7532849827384949,74.75,97.528,0.6523499166488648,77.88000000000001,98.42999999999999
64,0.7510759020614624,74.59,97.47200000000001,0.6511726969718933,77.86999999999999,98.41
65,0.7593505065727234,74.356,97.432,0.6516018547058106,78.02,98.47
66,0.7526077640151978,74.834,97.54599999999999,0.6508425640106201,77.92999999999999,98.42
67,0.7624932579994201,74.37,97.504,0.6515280703544617,77.9,98.42
68,0.7558163798332215,74.506,97.526,0.6514352838516235,77.85,98.44000000000001
69,0.7573278558158875,74.5,97.50999999999999,0.6511793915748596,77.97,98.44000000000001
70,0.7523929279708862,74.756,97.526,0.6501059595108032,77.96,98.45
71,0.7542955827713013,74.652,97.526,0.6497494211196899,77.97,98.47
72,0.7516920075798035,74.558,97.526,0.6494365325927735,78.0,98.42999999999999
73,0.753145341053009,74.71799999999999,97.524,0.649512029838562,77.96,98.45
74,0.7492321183395386,74.59599999999999,97.59400000000001,0.6492990454673767,77.9,98.49
75,0.7536298728942871,74.758,97.396,0.6505833213806153,77.95,98.48
76,0.7539824892425537,74.812,97.518,0.6489653388023376,78.06,98.47
77,0.755200634765625,74.564,97.49,0.6488379765510559,78.05,98.46000000000001
78,0.7526725443077087,74.592,97.454,0.6487105805397033,78.03,98.46000000000001
79,0.7540276070404053,74.516,97.494,0.6477595163345337,78.01,98.47
80,0.7506360360527039,74.652,97.568,0.6484910412788392,78.03,98.45
81,0.7512932471656799,74.77000000000001,97.6,0.6478082437515259,78.09,98.47
82,0.7557114226531982,74.646,97.492,0.6486173225402831,78.07,98.48
83,0.7561828462219238,74.544,97.554,0.6495294731140137,78.07,98.47
84,0.7523249547958374,74.578,97.506,0.6483373076438904,78.06,98.45
85,0.7544790754890441,74.698,97.54599999999999,0.6482207022666931,78.09,98.46000000000001
86,0.7517440699386597,74.76,97.598,0.6477633068084717,78.02,98.45
87,0.7532624048995972,74.644,97.48599999999999,0.6482002143859863,77.95,98.53
88,0.7491291302871704,74.82,97.542,0.64693951587677,78.12,98.47
89,0.7488264813232421,74.85199999999999,97.54,0.6460846828460693,78.08,98.5
90,0.748249297580719,74.51,97.596,0.6467602164268493,78.01,98.5
91,0.7556014922142029,74.604,97.5,0.6477731213569641,78.08,98.5
92,0.7527108287811279,74.616,97.628,0.6464891045570373,78.16,98.47
93,0.7540049900817871,74.66000000000001,97.58200000000001,0.6463950834274292,78.05,98.48
94,0.7509140358161926,74.822,97.6,0.6468010711669921,78.07,98.49
95,0.7484072079467774,74.762,97.626,0.6467345566749573,78.07,98.46000000000001
96,0.7508644322013855,74.78399999999999,97.558,0.6462019392013549,78.03,98.44000000000001
97,0.7527546302986144,74.58200000000001,97.552,0.6471022909164429,78.0,98.42
98,0.7509111955833435,74.70400000000001,97.494,0.6460639489173889,78.10000000000001,98.42
99,0.7538182444381714,74.67399999999999,97.564,0.6469376971244812,78.01,98.45
100,0.7531549036598205,74.726,97.526,0.6468134366035462,78.18,98.47
