epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
25,0.7536436102485656,74.71,97.49600000000001,0.6363194190979004,78.64,98.61999999999999
26,0.7542760633468628,74.806,97.624,0.6360064460754394,78.63,98.63
27,0.7615327268981934,74.506,97.48400000000001,0.6354231656074524,78.59,98.61
28,0.7512735040283203,74.88,97.514,0.6346943810462952,78.69,98.65
29,0.7604409265136719,74.44800000000001,97.42,0.6344014669418335,78.57,98.66
30,0.7536911657524109,74.746,97.55,0.6329547030448913,78.63,98.65
31,0.7579449690628052,74.82,97.42,0.6322411644935608,78.66,98.69
32,0.7545817918777465,74.642,97.572,0.6321567923545838,78.68,98.66
33,0.750889249458313,74.79599999999999,97.542,0.6313807836532592,78.75999999999999,98.72999999999999
34,0.7473626601982116,74.908,97.56,0.6302023191452026,78.64,98.71
35,0.7523438396072387,74.694,97.42,0.6308786170959473,78.73,98.76
36,0.7502077918434144,74.664,97.624,0.6295413263320923,78.73,98.72999999999999
37,0.7494721689987183,74.95,97.578,0.6290802712440491,78.8,98.7
38,0.7514944873428345,74.78399999999999,97.466,0.6289260553359985,78.74,98.72
39,0.7563165043449401,74.732,97.48,0.6288198212623596,78.72,98.72999999999999
40,0.7515967714118957,74.88,97.44,0.6280859751701355,78.85,98.78
41,0.745948157157898,75.03999999999999,97.494,0.6274352287292481,78.85,98.76
42,0.7430348081207275,75.112,97.604,0.6270913268089294,78.7,98.76
43,0.7502635791778565,74.77000000000001,97.508,0.6267450687408447,78.66,98.75
44,0.7521612425804138,74.744,97.57400000000001,0.6263923107147217,78.82000000000001,98.76
45,0.7503382905960083,75.138,97.408,0.6256962655067444,78.86999999999999,98.75
46,0.7374544609069824,75.248,97.61999999999999,0.6251815926551819,78.81,98.75
47,0.7496695002937317,74.72,97.572,0.625576099395752,78.86,98.74000000000001
48,0.7410089985084534,74.95,97.596,0.6246692549705506,78.99000000000001,98.75
49,0.7467999714279174,75.008,97.59400000000001,0.6245212425231934,78.97999999999999,98.74000000000001
50,0.7463634810066223,74.76,97.65,0.6245274938583374,78.92,98.76
51,0.7501193858909607,74.666,97.576,0.624521802520752,78.82000000000001,98.75
52,0.741051196231842,75.316,97.552,0.6237923564910889,78.96,98.77
53,0.7428257922172546,74.932,97.684,0.6236241736412048,78.94,98.76
54,0.7433198544883728,75.158,97.61999999999999,0.6230617268562317,78.97,98.78
55,0.7469172764778137,74.92999999999999,97.566,0.6233807013511657,78.97999999999999,98.74000000000001
56,0.7431150062942505,75.28200000000001,97.532,0.6225312263488769,78.86,98.78
57,0.7425629559135437,75.036,97.554,0.6218495544433593,79.01,98.8
58,0.7471185066795349,75.01,97.54599999999999,0.621845202255249,79.0,98.79
59,0.7420082233428955,74.984,97.672,0.6214277609825134,79.07,98.79
60,0.7457855561447143,74.992,97.612,0.6208304167747497,79.10000000000001,98.74000000000001
61,0.7436365034103394,75.01400000000001,97.56,0.6211029005050659,79.13,98.76
62,0.746009989643097,74.896,97.54,0.6211345963478089,79.06,98.76
63,0.7446323438072204,74.97,97.53,0.6210232045173645,79.09,98.77
64,0.7467395610427856,74.85000000000001,97.572,0.6213375200271607,79.03,98.74000000000001
65,0.7348556434249878,75.468,97.63199999999999,0.6206888792037963,79.06,98.76
66,0.7454308782196045,75.106,97.572,0.62053069896698,79.09,98.76
67,0.74769219165802,74.834,97.554,0.6205620118141174,79.07,98.74000000000001
68,0.7408322473526001,75.1,97.63199999999999,0.6202250456809998,79.14,98.72999999999999
69,0.7475936116409302,74.81400000000001,97.49,0.6207758215904235,79.14,98.76
70,0.7419101933860779,74.866,97.53,0.6197590992927551,79.14,98.76
71,0.7374855632400513,75.33800000000001,97.666,0.6197639186859131,79.09,98.74000000000001
72,0.7438790544700623,75.024,97.586,0.619187735748291,79.07,98.72
73,0.7449063557624817,74.788,97.614,0.6196910163879394,79.07,98.77
74,0.7430907427406311,75.19200000000001,97.524,0.6195554182052613,79.07,98.77
75,0.7466625618553162,75.034,97.508,0.619521040058136,79.07,98.79
76,0.7413289928627014,75.176,97.626,0.6190911388397217,79.13,98.82
77,0.7423660529708862,75.048,97.652,0.6191863235473632,79.05,98.81
78,0.7383414081954957,75.042,97.56,0.6186641479492188,79.12,98.82
79,0.7368593144798279,75.128,97.596,0.6182997254371643,79.09,98.8
80,0.740231643447876,75.152,97.638,0.6180876815795898,79.17,98.78
