epoch,train_loss,test_acc@1,test_acc@5
1,7.279982328414917,43.63,91.43
2,6.979331562916438,43.63,91.43
3,6.894852856794993,43.63,91.43
4,6.85397806763649,43.63,91.43
5,6.810797055562337,43.63,91.43
6,6.772890686988831,43.63,91.43
7,6.745658755302429,43.63,91.43
8,6.723584532737732,43.63,91.43
9,6.702590525150299,43.63,91.43
10,6.684189746777217,43.63,91.43
11,6.649294704198837,43.63,91.43
12,6.637211441993713,43.63,91.43
13,6.619577656189601,43.63,91.43
14,6.607290367285411,43.63,91.43
15,6.586692154407501,43.63,91.43
16,6.578268925348918,43.63,91.43
17,6.5693385402361555,43.63,91.43
18,6.5580942531426745,43.63,91.43
19,6.55203315615654,43.63,91.43
20,6.54035418232282,43.63,91.43
21,6.536197632551193,50.739999999999995,93.62
22,6.528034120798111,50.739999999999995,93.62
23,6.519984712203343,50.739999999999995,93.62
24,6.513746599356334,50.739999999999995,93.62
25,6.502419888973236,50.739999999999995,93.62
26,6.497086584568024,50.739999999999995,93.62
27,6.488866577545802,50.739999999999995,93.62
28,6.481483469406764,50.739999999999995,93.62
29,6.47548770904541,50.739999999999995,93.62
30,6.468122224013011,50.739999999999995,93.62
31,6.461497962474823,50.739999999999995,93.62
32,6.454231411218643,50.739999999999995,93.62
33,6.452332357565562,50.739999999999995,93.62
34,6.444349408149719,50.739999999999995,93.62
35,6.443771531184514,50.739999999999995,93.62
36,6.436118354399999,50.739999999999995,93.62
37,6.433009664217631,50.739999999999995,93.62
38,6.427555521329244,50.739999999999995,93.62
39,6.422099520762761,50.739999999999995,93.62
40,6.419310162464778,50.739999999999995,93.62
41,6.415909906228383,53.839999999999996,94.47
42,6.4126428961753845,53.839999999999996,94.47
43,6.407715916633606,53.839999999999996,94.47
44,6.403838068246841,53.839999999999996,94.47
45,6.399528255065282,53.839999999999996,94.47
46,6.398643225431442,53.839999999999996,94.47
47,6.3896826803684235,53.839999999999996,94.47
48,6.388686299324036,53.839999999999996,94.47
49,6.3837781349817915,53.839999999999996,94.47
50,6.384449243545532,53.839999999999996,94.47
51,6.378733307123184,53.839999999999996,94.47
52,6.374547233184178,53.839999999999996,94.47
53,6.375823467969894,53.839999999999996,94.47
54,6.370914389689763,53.839999999999996,94.47
55,6.370173682769139,53.839999999999996,94.47
56,6.366434007883072,53.839999999999996,94.47
57,6.360678434371948,53.839999999999996,94.47
58,6.356395443280538,53.839999999999996,94.47
59,6.358401745557785,53.839999999999996,94.47
60,6.352966556946437,53.839999999999996,94.47
61,6.351066162188848,55.92,95.3
62,6.349100301663081,55.92,95.3
63,6.348825991153717,55.92,95.3
64,6.347194085518519,55.92,95.3
65,6.343323270479838,55.92,95.3
66,6.342071284850438,55.92,95.3
67,6.339210033416748,55.92,95.3
68,6.336569905281067,55.92,95.3
69,6.336896260579427,55.92,95.3
70,6.333085795243581,55.92,95.3
71,6.331542124350865,55.92,95.3
72,6.32777472337087,55.92,95.3
73,6.328701774279277,55.92,95.3
74,6.325515965620677,55.92,95.3
75,6.323537369569142,55.92,95.3
76,6.32260991136233,55.92,95.3
77,6.318538834651311,55.92,95.3
78,6.316658516724904,55.92,95.3
79,6.3197663227717085,55.92,95.3
80,6.316245039304097,55.92,95.3
81,6.3120684425036115,58.39,95.67999999999999
82,6.313958038886388,58.39,95.67999999999999
83,6.3103690048058825,58.39,95.67999999999999
84,6.312944749991099,58.39,95.67999999999999
85,6.306290477514267,58.39,95.67999999999999
86,6.305399974187215,58.39,95.67999999999999
87,6.3054201404253645,58.39,95.67999999999999
88,6.30516716837883,58.39,95.67999999999999
89,6.3027141988277435,58.39,95.67999999999999
90,6.301048050324122,58.39,95.67999999999999
91,6.296887129545212,58.39,95.67999999999999
92,6.295450071493785,58.39,95.67999999999999
93,6.2973382870356245,58.39,95.67999999999999
94,6.292896707852681,58.39,95.67999999999999
95,6.292081395785014,58.39,95.67999999999999
96,6.292106707890828,58.39,95.67999999999999
97,6.292920668919881,58.39,95.67999999999999
98,6.29088048140208,58.39,95.67999999999999
99,6.287191698948543,58.39,95.67999999999999
100,6.285410225391388,58.39,95.67999999999999
101,6.284382780392964,60.699999999999996,95.91
102,6.2795130610466,60.699999999999996,95.91
103,6.282431145509084,60.699999999999996,95.91
104,6.279225736856461,60.699999999999996,95.91
105,6.2789773146311445,60.699999999999996,95.91
106,6.2816993196805315,60.699999999999996,95.91
107,6.2743571400642395,60.699999999999996,95.91
108,6.275176922480266,60.699999999999996,95.91
109,6.272652020057042,60.699999999999996,95.91
110,6.272104322910309,60.699999999999996,95.91
111,6.270844866832097,60.699999999999996,95.91
112,6.269942502180736,60.699999999999996,95.91
113,6.272719730933507,60.699999999999996,95.91
114,6.267764508724213,60.699999999999996,95.91
115,6.266985386610031,60.699999999999996,95.91
116,6.268195350964864,60.699999999999996,95.91
117,6.265993823607762,60.699999999999996,95.91
118,6.262906829516093,60.699999999999996,95.91
119,6.262511750062306,60.699999999999996,95.91
120,6.263984193404515,60.699999999999996,95.91
121,6.260776301225026,61.91,95.96000000000001
122,6.260221064090729,61.91,95.96000000000001
123,6.263283570607503,61.91,95.96000000000001
124,6.2571971615155535,61.91,95.96000000000001
125,6.2556723554929095,61.91,95.96000000000001
126,6.252902229626973,61.91,95.96000000000001
127,6.256949047247569,61.91,95.96000000000001
128,6.253769318262736,61.91,95.96000000000001
129,6.253914892673492,61.91,95.96000000000001
130,6.249628633260727,61.91,95.96000000000001
131,6.251936654249827,61.91,95.96000000000001
132,6.249568551778793,61.91,95.96000000000001
